product_name_en,brands,quantity,category,subcategory,labels,ingredients_text_en,energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,fiber_value,proteins_value,sodium_value,monounsaturated-fat_value,polyunsaturated-fat_value,trans-fat_value,cholesterol_value,added-sugars_value,off:nova_groups,off:nutriscore_grade,has_gluten,has_milk,has_soybeans,has_nuts,has_mustards,has_peanuts,has_sulphur-dioxide-and-sulphites,has_sesame-seeds,health_score_standard,health_label_standard,health_confidence_standard,health_score_diabetic,health_label_diabetic,health_confidence_diabetic,health_score_hypertension,health_label_hypertension,health_confidence_hypertension,health_score_bodybuilder,health_label_bodybuilder,health_confidence_bodybuilder,health_score_vegan,health_label_vegan,health_confidence_vegan,health_score_vegetarian,health_label_vegetarian,health_confidence_vegetarian,health_score_eggetarian,health_label_eggetarian,health_confidence_eggetarian,health_score_jain,health_label_jain,health_confidence_jain,health_score_pregnancy,health_label_pregnancy,health_confidence_pregnancy,health_score_lactating,health_label_lactating,health_confidence_lactating,health_score_elderly,health_label_elderly,health_confidence_elderly
Soya Milk Powder,Urban Platter,1 kg,Pulses & Legumes,Lentils & Dals,"Vegetarian, No GMOs, Vegan, Green Dot India, No GMO soy, Plant based",Soya Milk Powder (100%).,432.0,18.9,0.0,22.5,3.4,11.7,49.0,256.0,,,0.0,0.0,0.0,4.0,a,1,0,1,1,1,0,0,1,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Pizza Chilli Flakes,Keya,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",Crushed Red Chilli,,,,,,,,,,,,,,1.0,a,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Magic Masala,Orika,6g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Iodized Salt, Spices and Condiments, Corn Starch, Sugar, HVP (Soya), Flavour (Natural and Nature Identical), Edible Rice Bran Oil, Yeast Extracts, Spice Extracts, Anticaking Agent (INS 551), Acidity Regulator (INS 330), Natural Colour (160c), Caramel Powder (INS 150d), and Dehydrated Kasuri Methi.",,,,,,,,,,,,,,4.0,not-applicable,0,0,1,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Mahavir Khajur,Mahavir,,Fruits,Dried Fruits,"Vegetarian, Green Dot India",Dates,340.0,0.0,0.0,83.0,64.0,,2.0,15.0,,,,,,1.0,d,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Everyday Yogurt,Epigamia,,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",,71.0,1.0,0.6,13.0,13.0,,3.0,44.0,,,0.0,3.0,8.0,,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.73,green,high,0.73,green,high,0.73,green,high,0.73,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Bru Instant,"Hindustan, Unilever",2 g,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",chicory mixture blends of coffee chicory coffee 70% chicory 30%,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Ramdev Garam Masala,Ramdev,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Horlicks,Horlicks,200g,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Maggi,Nestlé,70,Staples & Grains,Noodles & Vermicelli,"Vegetarian, Green Dot India","NOODLES: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412). Acidity regulators (501(i) & 500(i)) and Humectant (451(i)). MASALA TASTEMAKER®: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330). Colour (150d), Mineral and Wheat gluten. Allergen Note: Contains Wheat & Nut. May contain Milk, Mustard, Oats And Soy.",269.0,8.8,5.7,41.7,1.3,,5.7,0.7198,,,0.09,,0.9,4.0,e,1,1,1,0,1,0,0,0,0.44879199999999997,green,high,0.301,green,high,0.41398,green,high,0.64499,green,high,0.45099999999999996,green,high,0.45099999999999996,green,high,0.45099999999999996,green,high,0.45099999999999996,green,high,0.5843860000000001,green,high,0.49279199999999995,green,high,0.40758400000000006,green,high
Amul Dark Chocolate,Amul,40g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India, Product part of the 2018 GSOC Summit Chocolate Table","SUGAR, COCOA SOLIDS, COCOA BUTTER, PERMITTED EMULSIFIERS (E322, E476), ARTIFICIAL FLAVOURING SUBSTANCES (COCOA, VANILLA)",521.0,33.1,18.6,51.4,42.0,,6.4,38.0,,,,,,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Soya Sauce,Sams,200 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Water, Soya Bean Extract, Caramel (E-150C), Salt, Acidity Regulator (E-260), Thickener (E-415), Permitted Class II Preservatives",57.0,0.3,0.0,11.6,10.6,,1.9,2950.0,,,,,,4.0,e,0,0,1,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.557,green,high,0.557,green,high,0.557,green,high,0.557,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Aashirvaad Ready To Cook Chapati,Aashirvaad,10,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Atta (54.9%), Water (36.4%), Refined Sunflower Oil, Iodized Salt, Tapioca Flour, Milk Solids, Humectant (INS 422), Wheat Gluten, Emulsifier [Mono - and di-glycerides of fatty acids (from Palm oil)], Vitamin C and Yeast.",261.0,6.3,0.8,46.1,6.0,8.1,8.9,331.6,,,0.04,,,4.0,a,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Alphonso Mango Ice Cream,Nic,,Dairy,Dairy Desserts,"Vegetarian, Green Dot India, No added sugar",,129.0,6.0,4.5,15.6,8.0,4.2,3.3,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.8460000000000001,green,high,1.0,green,high,0.40199999999999997,green,high,0.78,green,high,0.761,green,high,0.761,green,high,0.761,green,high,0.761,green,high,0.954,green,high,0.841,green,high,0.733,green,high
Centerfruit Watermelon Flavour,Centerfruit,588g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Sugar, Gum Base, Liquid Glucose, Acidity Regulator (INS 330), Flavour (Artificial (Watermelon) Flavouring Substances), Humectant (INS 422), Emulsifier (INS 322), Antioxidant (INS 321), Colours (INS 133, INS 102), Strawberry Juice Concentrate (0.005%)",,,,,,,,,,,,,,4.0,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Kwality Pasta Masala 50Gm,Kwality,50 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Britannia Cheese Cube,Britannia,,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India","CHEESE, WATER, MILK PRODUCTS (MILK SOLIDS, BUTTER), EMULSIFIERS [331 (iii), 339 (iii), 452(i)], VITAMINS AND MINERAL*, ACIDITY REGULATOR (330), IODIZED SALT, PRESERVATIVES (200 & 235). (Numbers in brackets as per International Numbering System) CONTAINS MILK.",312.7,24.0,17.0,4.6,4.6,,19.5,1722.3,,,,68.5,,4.0,e,0,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Paneer,Milky Mist,200g,Dairy,Milk & Milk Variants,"Vegetarian, Source of proteins, Green Dot India, High proteins",Milk Solids & Vinegar,189.3,7.0,4.8,6.7,6.7,,25.0,125.0,,,0.0,,0.0,3.0,b,0,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Paper Boat Swing Yummy Guava 600Ml Pet,Paper Boat,600 ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Vegan, Green Dot India","WATER, GUAVA PUREE (14%), SUGAR ACIDITY REGULATORS (330, 331 (iii)), IODISED SALT, FLAVOURS (NATURE-IDENTICAL AND NATURAL FLAVOURING SUBSTANCES), STABILIZERS (418,466) PRESERVATIVES (202, 242), ANTIOXIDANT (300), FOOD COLOUR (160a(iii)) AND VITAMIN D2 (ERGOCALCIFEROL)",55.6,0.0,0.0,13.9,13.5,,0.0,105.0,,,,,12.4,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.54,green,high,0.54,green,high,0.54,green,high,0.54,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Saffola Peanut Butter,Saffola,350 gm,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,629.0,50.9,11.2,21.4,13.9,6.0,24.3,0.0,,,,,,,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Idli & Dosa Maavu (Idli & Dosa Batter),Annachi Vilas,1 kg,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot, Green Dot India","Rice, Orid, lodised Salt, Fenugreek, Ultra Purified Water",279.0,0.00452,,52.62,,,4.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.24,amber,high,0.12,amber,high,0.12,amber,high,0.4,green,high,0.27999999999999997,green,high,0.27999999999999997,green,high,0.27999999999999997,green,high,0.27999999999999997,green,high,0.32,green,high,0.27999999999999997,green,high,0.2,amber,high
Mixed Fruit Jam,Kissan Is Sold By Hindustan Unilever Limited,700 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","SUGAR, MIXED FRUIT PULP BLEND-46% (BANANA PULP, PAPAYA PULP, PEAR PULP, APPLE JUICE PINEAPPLE JUICE, ORANGE JUICE, MANGO PULP, GRAPE JUICE), THICKENER-440, ACIDITY REGULATOR-330, PRESERVATIVE-202, VITAMIN B3. CONTAINS PERMITTED SYNTHETIC FOOD COLOUR - 122 AND ADDED FLAVOURS-1 ARTIFICIAL RASPBERRY, PINEAPPLE AND STRAWBERRY FLAVOURING SUBSTANCES. CONTAINS PERMITTED CLASS III PRESERVATIVE.",57.0,,0.0,14.2,13.6,0.1,0.1,3.9,,,0.0,,,4.0,unknown,0,0,0,0,0,0,0,0,0.982,green,high,1.0,green,high,0.39699999999999996,green,high,0.618,green,high,0.556,green,high,0.556,green,high,0.556,green,high,0.556,green,high,1.0,green,high,0.8480000000000001,green,high,1.0,green,high
Brown Bread,Britannia,450g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","FLOURS (WHEAT FLOUR (ATTA) (32%), REFINED WHEAT FLOUR (MAIDA), WATER, YEAST, SUGAR, VITAL GLUTEN, IODISED SALT, REFINED PALMOLEIN OIL, COLOUR (150a), PRESERVATIVE (282), EMULSIFIER (472e), IMPROVER [1100(i), ACIDITY REGULATOR (260), AND FLOUR TREATMENT AGENT (510), VITAMINS",248.0,1.5,0.4,51.6,1.9,3.0,7.9,562.0,,,,,,4.0,c,1,0,0,0,0,0,0,0,1.0,green,high,0.607,green,high,1.0,green,high,1.0,green,high,0.779,green,high,0.779,green,high,0.779,green,high,0.779,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Nutri Choice Seeds,Britannia,75 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,493.0,23.4,9.6,63.0,13.6,6.8,11.0,314.0,8.0,5.4,0.0,2.8,11.4,,d,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Brown Bread,Nasta,400g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Dark Fantasy,Sunfeast Is Sold By Itc Limited,69 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","CHOCO CRÈME (38.0%) (SUGAR, REFINED PALMOLEIN, REFINED PALM OIL, COCOA SOLIDS, EMULSIFIER [LECITHIN (FROM SOYABEAN)], NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE), ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)), MAIDA (REFINED WHEAT FLOUR), HYDROGENATED VEGETABLE OIL, SUGAR, INVERT SYRUP, LIQUID GLUCOSE, RAISING AGENTS [INS 503(ii), INS 500(ii), INS 450(i)], COCOA SOLIDS (0.7%), BUTTER, MILK SOLIDS, IODIZED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK CHOCOLATE), COLOURS (INS 150c, INS 150d), EMULSIFIERS [LECITHIN (FROM SOYABEAN), MONO AND DIGLYCERIDES OF FATTY ACIDS (FROM PALM OIL)], ARTIFICIAL FLAVOURING SUBSTANCES (MILK, VANILLA). CONTAINS WHEAT, MILK, SOY. MAY CONTAIN NUT, SULPHITE.",507.0,27.3,12.7,61.1,35.7,,7.3,181.5,,,0.1,0.3,33.9,4.0,e,1,1,1,1,0,0,1,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Covins Chocolate Milkshake 180Ml,Cavins,180 ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","Toned Milk (84%), Sugar, Cocoa Solids (1.4%), Flavour (Nature Identical Flavouring Substances), Stabilizers (INS 415, INS 412, INS 407), Sequestrant (INS 451(i)), lodized salt. Allergen Advice: Contains Milk CHOCOLATE FLAVOURED MILKSHAKE.",86.0,2.4,1.5,13.9,13.8,,2.2,79100.0,,,0.1,7.1000000000000005,10.2,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.7060000000000001,green,high,0.7060000000000001,green,high,0.7060000000000001,green,high,0.7060000000000001,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Wonderland Dry Yellow Dates Kharek,Wonderland,,Fruits,Dried Fruits,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Wonderland Roasted Makhana,Wonderland,,Nuts & Seeds,Seeds & Seed Mixes,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Wonderland Roasted Makhana,Wonderland,,Nuts & Seeds,Seeds & Seed Mixes,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Nutraj Afghan Munakka (Abjoshi),Nutraj,,Fruits,Dried Fruits,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Wonderland Dried Cranberries,Wonderland,,Fruits,Dried Fruits,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Wonderland Roasted Makhana,Wonderland,,Nuts & Seeds,Seeds & Seed Mixes,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Good Life Cashew 2Pieces,Good Life,,Nuts & Seeds,Raw Nuts,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Wonderland Value Pack Cashew,Wonderland,200 g,Nuts & Seeds,Raw Nuts,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Raw Cashews,Wonderland,,Nuts & Seeds,Raw Nuts,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Rajdhani Suji 1 Kg,Rajdhani,,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
"Corn Chips, Salt And Truffle",4700 Bc,,Snacks,Fried Snacks & Namkeen,"No gluten, Vegetarian, Green Dot India",,124.0,3.8,1.0,20.3,0.7,2.0,2.1,161.0,,,,,,,d,0,0,0,0,0,0,0,0,1.0,green,high,0.253,green,high,1.0,green,high,1.0,green,high,0.27499999999999997,green,high,0.27499999999999997,green,high,0.27499999999999997,green,high,0.27499999999999997,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Kerala Nendran Banana Chips,Noice,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Banana (Nendran) (75%), Coconut Oil (23%), Iodized Salt, Turmeric Powder",477.0,22.43,19.0,66.95,0.0,,1.88,684.0,,,,,,3.0,e,0,0,0,0,0,0,0,0,1.0,green,high,0.05639999999999999,amber,high,1.0,green,high,1.0,green,high,0.1316,amber,high,0.1316,amber,high,0.1316,amber,high,0.1316,amber,high,1.0,green,high,1.0,green,high,1.0,green,high
Synthetic Vinegar,Double Horse,500ml,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",Water 95% and Acetic Acid 5%,,,,,,,,,,,,,,2.0,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Chana Kabuli,Rajdhani,1kg,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",Chana Kabuli,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Peanut Butter Regular,Sundrop,462g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India","Roasted Peanuts (90.8%), Sugar, Hydrogenated Vegetable Oil, Refined Edible Groundnut Oil & Iodized Salt.",647.0,55.0,14.8,15.2,11.7,7.8,26.8,215.0,29.6,8.0,0.0,0.0,6.5,4.0,c,0,0,0,0,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
70% Dark Chocolate,Milky Mist,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Cocoa Solids (56%), Sugar, Cocoa Butter, Emulsifiers (INS 442, INS 476), Flavor (Nature Identical Flavoring Substances-Cocoa & Vanilla).",118.6,9.0,3.9,7.8,6.1,1.7,1.7,2.4,,,,,,4.0,d,0,0,0,0,0,0,0,0,0.6319999999999999,green,high,0.7629999999999999,green,high,0.476,green,high,0.558,green,high,0.44800000000000006,green,high,0.44800000000000006,green,high,0.44800000000000006,green,high,0.44800000000000006,green,high,0.7549999999999999,green,high,0.605,green,high,0.65,green,high
Thumsup,Cola,740ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","CARBONATED WATER, SUGAR,ACIDITY REGULATOR (E 338), CAFFEINE(8.3 mg/100 g), SWEETENER (E 960), COLOUR (E 150d),ARTIFICIAL (COLA) FLAVORING SUBSTANCES)",39.0,0.0,0.0,9.7,9.5,0.0,0.0,22.0,,,,,,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,0.95,green,high,1.0,green,high,1.0,green,high,0.38,green,high,0.38,green,high,0.38,green,high,0.38,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Peanut Butter 100% Natural Creamy,Sundrop,924 g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Vegan, Green Dot India, No added sugar",Roasted Peanuts,639.0,53.0,9.4,15.4,4.7,6.8,28.6,4.9,31.2,9.9,0.0,,,1.0,a,0,0,0,0,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Sundrop Peanut Butter Regular,Sundrop,,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,610.0,49.0,11.0,19.8,9.8,11.0,27.9,182.0,,,,,5.0,,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Nutty Delight Cereal,Gaia,,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,125.6,1.9,0.2,23.5,4.26,2.18,3.64,117.1,,,0.0,0.0,1.13,,c,0,0,0,0,0,0,0,0,1.0,green,high,0.666,green,high,1.0,green,high,1.0,green,high,0.5342,green,high,0.5342,green,high,0.5342,green,high,0.5342,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Groviva Gold,"Groviva, Signutra",,Beverages,Soft Drinks & Sodas,"Vegetarian, No gluten, Green Dot India","Protein [Milk Solids (27%) & Soy Protein Isolate (7%)], Maltodextrin, Oils (Soybean Oil, Sunflower Oil), Sucrose, Nature Identical Flavouring Substances (Chocolate), Fibers [Soy Fiber (2.47%) & Polydextrose (1.75%)], Minerals, Acidity Regulators [INS 331 (i) & INS 332(i)], Emulsifier [INS 322(0)], DHA Powder (0.47%), Vitamins, Lutein-Zeaxanthin complex (0.167%), Probiotics (Lactobacillus acidophilus NCFM (0.022%) & Bifidobacterium lactis HN019 (0.073%)], Choline Chloride, Antioxidants (INS 304), L-Carnitine, Inositol & Taurine.",441.0,15.5,2.96,59.0,15.0,,15.0,470.0,,,,,,4.0,unknown,0,1,1,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Chings Noodlesd,Ching'S Secret,240,Staples & Grains,Noodles & Vermicelli,"Vegetarian, Green Dot India","Noodles: Refined Wheat Flour (Maida), Refined Palm Oil, lodised Salt, Wheat Gluten, Thickener (INS 508), Stabilizer (INS 451), Acidity Regulator (INS 501 (i)), Raising Agent (INS 500(i)). Antioxidant (INS 319). Seasoning Mix: Mixed Spices (22.6%) [Coriander, Cumin, Chilli, Ginger], lodised Salt, Sugar, Dehydrated Garlic, Dehydrated Vegetables (7.5%) [Carrot, Parsley], Dehydrated Onion, Corn Flour, Soy Sauce Powder (Soybean, Wheat, Salt), Flavour Enhancer (INS 635)), Acidity Regulator (INS 260)), Anticaking Agent (INS 551) Sunflower Oil, Yeast Extract, Natural Colour (INS 150d), Natural Flavouring Substances. ALLERGEN ADVICE: Contains Wheat and Soy. May contain Mustard, Milk & Celery",70.0,2.0,1.0,11.0,0.0,2.0,2.0,220.0,,,0.0,0.0,0.0,4.0,unknown,1,0,1,0,1,0,0,0,1.0,green,high,0.18,amber,high,1.0,green,high,1.0,green,high,0.24,amber,high,0.24,amber,high,0.24,amber,high,0.24,amber,high,1.0,green,high,1.0,green,high,1.0,green,high
